Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 100147,Specimen/Lot,"Madracis asanoi Yabe & Sugiyama, 1936",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",1999,"Madracis asanoi Yabe & Sugiyama, 1936 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,10 ca.,,,,"Colin, P.",4-Feb-98,,North Pacific Ocean,,,Palau,,,,"Palau Island, Agupelu Reef, Short Drop Off",,,,,,,,,107 to 122,,,,,,2010559,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/32fa8029c-f53d-4848-a672-ce2181741d3b
USNM 100164,Specimen/Lot,"Madracis asanoi Yabe & Sugiyama, 1936",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",1999,"Madracis asanoi Yabe & Sugiyama, 1936 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,5 ca.,,,,"Colin, P.",18-Dec-97,,North Pacific Ocean,,,Palau,,,,"Palau Island, Agupelu Reef, Short Drop Off",,,,,,,,,107,,,,,,2010559,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/318e92378-b8c7-480e-9bb1-be8112ea95de
USNM 96671,Specimen/Lot,"Madracis asanoi Yabe & Sugiyama, 1936",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",1995,"Madracis asanoi Yabe & Sugiyama, 1936 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,5277,United States Fish Commission,17-Jul-08,"Trawl - Agassiz beam, 12 ft, with mud bag",North Pacific Ocean,China Sea,,Philippines,Mindoro Occidental,,,"Verde Island Passage, Malavatuan Island",13.9486,120.229,,Philippines Expedition,Albatross R/V,,,,146,,,,USFC/A5277,,,,,,,,,,,3/29/2017 17:01,http://n2t.net/ark:/65665/3ce6e041c-61ca-42e5-b4ec-0e85b5e164d9
USNM 96672,Specimen/Lot,"Madracis asanoi Yabe & Sugiyama, 1936",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",1995,"Madracis asanoi Yabe & Sugiyama, 1936 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,5381,United States Fish Commission,6-Mar-09,"Trawl - Agassiz beam, 12 ft, with mud bag",North Pacific Ocean,Gulf of Ragay,,Philippines,Camarines Sur,,,"Luzon Island, Bondok Peninsula, San Andres",13.2375,122.746,,Philippines Expedition,Albatross R/V,,,,161,,,,USFC/A5381,,,,,,,,,,,3/29/2017 17:01,http://n2t.net/ark:/65665/3d86dbc04-5533-4384-b80d-ea08e523e6ab
USNM 99467,Specimen/Lot,"Madracis asanoi Yabe & Sugiyama, 1936",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Madracis asanoi Yabe & Sugiyama, 1936 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,5,,,,,,,North Pacific Ocean,,,Japan,Wakayama,,,Shiono Misaki,,,,,,,,,,,,,,,420400,,,,,,,,,3/29/2017 16:56,http://n2t.net/ark:/65665/3b5ff34b8-a7fc-4fbc-b107-b61d84cd81d9
USNM 45597,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Vaughan,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,6087,United States Fish Commission,8 Feb 1899,Tangles,North Atlantic Ocean,Caribbean Sea,,Puerto Rico,,,,Culebra Island,,,,Puerto Rico Expedition 1898-1899,Fish Hawk R/V,,,,27.9,,,,USFC/FCFH6087,,,,,,,,,,,2/9/2018 22:26,http://n2t.net/ark:/65665/3f35b6551-4ae4-4d8b-b2dd-eec60fee4658
USNM 72471,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Trine, S.",27-Aug-81,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,9,Continental Shelf Associates for BLM/ MMS,4-May-81,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2806,-83.3969,,SOFLA,,,,,55.5,,,,1/IV-09B,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/34a8fc5b4-414b-4d4f-95c0-21baf5acb3d0
USNM 72472,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,9,Continental Shelf Associates for BLM/ MMS,19-Jul-81,Trawl - Otter,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2806,-83.3969,,SOFLA,,,,,55.5,,,,2/II-09,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/304f75b2b-ed94-484e-b3b9-91cc8a27a33b
USNM 72473,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,9,Continental Shelf Associates for BLM/ MMS,19-Jul-81,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2806,-83.3969,,SOFLA,,,,,55.5,,,,2/II-09C,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/32ec0d254-2b6c-4ba7-a758-19fcb13b10b7
USNM 72474,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1,,,9,Continental Shelf Associates for BLM/ MMS,5-Nov-80,Trawl - Otter,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2806,-83.3969,,SOFLA,,,,,55.5,,,,1/III-09A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/31c8c5c59-c5ea-4e31-9f1a-3427f447a591
USNM 72475,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,9,Continental Shelf Associates for BLM/ MMS,5-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2806,-83.3969,,SOFLA,,,,,55.5,,,,1/III-09A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3b16542ae-fc84-485c-8d97-94e17dd236c8
USNM 72476,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,2,,,9,Continental Shelf Associates for BLM/ MMS,5-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2806,-83.3969,,SOFLA,,,,,55.5,,,,1/III-09B,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/302836888-ceb2-4503-b2d7-73397e38ff97
USNM 72477,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,9,Continental Shelf Associates for BLM/ MMS,5-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2806,-83.3969,,SOFLA,,,,,55.5,,,,1/III-09C,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/33848175e-3c32-4386-ad3d-c8238ef95ae2
USNM 72478,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,10,Continental Shelf Associates for BLM/ MMS,3-Nov-80,Trawl - Otter,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2789,-83.7136,,SOFLA,,,,,71.3,,,,1/III-10A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/31ac90e2e-5108-4b0e-b359-9b63fc79b3d5
USNM 72479,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,2,,,10,Continental Shelf Associates for BLM/ MMS,3-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2789,-83.7136,,SOFLA,,,,,71.3,,,,1/III-10B,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/39f7fcf4c-3f31-409e-92ed-911d765ff6f2
USNM 72480,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,2,,,10,Continental Shelf Associates for BLM/ MMS,3-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2789,-83.7136,,SOFLA,,,,,71.3,,,,1/III-10D,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/31d838230-023e-42d5-9908-50406ad1c02d
USNM 72481,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,11,Continental Shelf Associates for BLM/ MMS,24-Jul-81,Trawl - Otter,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2786,-83.7803,,SOFLA,,,,,77,,,,2/II-11A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3842db255-5547-41f4-bc30-71058ebe37e6
USNM 72482,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,11,Continental Shelf Associates for BLM/ MMS,24-Jul-81,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2786,-83.7803,,SOFLA,,,,,77,,,,2/II-11C,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3ce5655d5-a0ea-4641-8e42-aa77e2656c1a
USNM 72483,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,11,Continental Shelf Associates for BLM/ MMS,4-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2786,-83.7803,,SOFLA,,,,,77,,,,1/III-11A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/392acff72-24ec-4d3b-a2ae-8270c286533f
USNM 72484,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,11,Continental Shelf Associates for BLM/ MMS,4-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2786,-83.7803,,SOFLA,,,,,77,,,,1/III-11B,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/391481184-c0d0-4b65-b0b5-5abe77a00db2
USNM 72485,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,3,,,11,Continental Shelf Associates for BLM/ MMS,4-Nov-80,Trawl - Otter,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2786,-83.7803,,SOFLA,,,,,77,,,,1/III-11A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/33c27f1e9-82f6-408b-a671-6ad45a20ae82
USNM 72486,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,17,Continental Shelf Associates for BLM/ MMS,15-Nov-80,Trawl - Otter,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,25.7597,-83.3372,,SOFLA,,,,,58.5,,,,1/III-17A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3a3fcc288-c530-4e82-928d-bbe2090a9945
USNM 72487,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,17,Continental Shelf Associates for BLM/ MMS,15-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,25.7597,-83.3372,,SOFLA,,,,,58.5,,,,1/III-17A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/39657ddb4-704a-439e-9597-7d3da9ba75a8
USNM 72488,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,2 ca.,,,17,Continental Shelf Associates for BLM/ MMS,15-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,25.7597,-83.3372,,SOFLA,,,,,58.5,,,,1/III-17B,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3a7bc079b-4a03-4df0-ac14-9325ef0523b5
USNM 72489,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,17,Continental Shelf Associates for BLM/ MMS,15-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,25.7597,-83.3372,,SOFLA,,,,,58.5,,,,1/III-17C,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/396f571f9-9fc3-4edf-8a63-43855f3b64d1
USNM 72490,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,4,,,23,Continental Shelf Associates for BLM/ MMS,17-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,25.2814,-83.6297,,SOFLA,,,,,70,,,,1/III-23A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/39b3696dd-4d3f-465b-a4cf-5aff96d2c889
USNM 72491,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,23,Continental Shelf Associates for BLM/ MMS,17-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,25.2814,-83.6297,,SOFLA,,,,,70,,,,1/III-23B,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/367d6241b-fd7f-4c4a-8847-4c7d425b46dd
USNM 72492,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,23,Continental Shelf Associates for BLM/ MMS,17-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,25.2814,-83.6297,,SOFLA,,,,,70,,,,1/III-23C,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/389e49ce2-2881-40d0-b717-6f64837dcbd3
USNM 72493,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Jaap, W.",,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,2,,,23,Continental Shelf Associates for BLM/ MMS,25-Apr-81,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,25.2814,-83.6297,,SOFLA,,,,,70,,,,1/IV-23A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3c5ce8717-0606-4bd4-8bdb-b2cb51616f99
USNM 72494,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Jaap, W.",,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1,,,23,Continental Shelf Associates for BLM/ MMS,27-Aug-81,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,25.2814,-83.6297,,SOFLA,,,,,70,,,,1/IV-23C,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/36f8ab972-beea-48c3-accf-af6a3b60fdcd
USNM 72495,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,23,Continental Shelf Associates for BLM/ MMS,17-Nov-80,Trawl - Otter,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,25.2814,-83.6297,,SOFLA,,,,,70,,,,1/III-23A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/335b2c4d1-11d5-483b-a6b8-c3948ab3f4c2
USNM 72496,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Jaap, W.",,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,23,Continental Shelf Associates for BLM/ MMS,8-Feb-82,Trawl - Otter,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,25.2814,-83.6297,,SOFLA,,,,,70,,,,2/III-23,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/38351d247-4a61-43e1-a9a2-0dfd51bcabf4
USNM 72497,Specimen/Lot,"Madracis asperula Milne Edwards & Haime, 1849",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis asperula Milne Edwards & Haime, 1849 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,27,Continental Shelf Associates for BLM/ MMS,20-Nov-80,Trawl - Otter,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7961,-83.1336,,SOFLA,,,,,53.5,,,,1/III-27A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3facc767e-a4fa-467b-96ce-3ae1ac4cdfea
