Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 86588,Specimen/Lot,"Madracis duncani Wells, 1945",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Madracis duncani Wells, 1945 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,20 ca.,,,S.360,"Senn, A.",,,,,,Barbados,,,,"Upper Scotland Formation, Chalky Mt. Member",,,,,,,,,,,Eocene,,,,0,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3d4e2bed4-d9b5-4dee-88e0-a5aeac919050
USNM 86589,Specimen/Lot,"Madracis duncani Wells, 1945",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Madracis duncani Wells, 1945 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,4,,,S.375,"Senn, A.",,,,,,Barbados,,,,"Upper Scotland Formation, Chalky Mt. Member",,,,,,,,,,,Eocene,,,,0,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/39f8e422a-dcd3-42a4-b8d2-cc98b9336dc4
USNM 86590,Specimen/Lot,"Madracis duncani Wells, 1945",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Madracis duncani Wells, 1945 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,S.635,"Senn, A.",,,,,,Barbados,,,,"Upper Scotland Formation, Chalky Mt. Member",,,,,,,,,,,Eocene,,,,0,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3fd4467ef-e3bf-4710-8611-c77c1ea9a528
USNM 86591,Specimen/Lot,"Madracis duncani Wells, 1945",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Madracis duncani Wells, 1945 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,S.110,"Senn, A.",,,,,,Barbados,,,,"Upper Scotland Formation, Chalky Mt. Member",,,,,,,,,,,Eocene,,,,0,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3551005fd-511e-4a68-bbd6-f3a15b845879
USNM 86592,Specimen/Lot,"Madracis duncani Wells, 1945",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Madracis duncani Wells, 1945 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,25 ca.,,,S.80,"Senn, A.",,,,,,Barbados,,,,"Upper Scotland Formation, Chalky Mt. Member",,,,,,,,,,,Eocene,,,,0,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/383d3909c-fe02-4aad-b194-b5c17c15144e
USNM 86593,Specimen/Lot,"Madracis duncani Wells, 1945",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Madracis duncani Wells, 1945 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,4,,,S.161,"Senn, A.",,,,,,Barbados,,,,"Upper Scotland Formation, Chalky Mt. Member",,,,,,,,,,,Eocene,,,,0,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3102446ac-ce14-4a89-b68a-cbc509660735
USNM 86594,Specimen/Lot,"Madracis duncani Wells, 1945",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Madracis duncani Wells, 1945 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,15 ca.,,,S.152,"Senn, A.",,,,,,Barbados,,,,"Upper Scotland Formation, Chalky Mt. Member",,,,,,,,,,,Eocene,,,,0,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/37e55d1ce-099e-4869-9742-d50b11f40160
USNM 86595,Specimen/Lot,"Madracis duncani Wells, 1945",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Madracis duncani Wells, 1945 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,S.61,"Senn, A.",,,,,,Barbados,,,,"Upper Scotland Formation, Chalky Mt. Member",,,,,,,,,,,Eocene,,,,0,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3698a1c0a-ffef-4f04-8ae6-07bffa17f390
USNM 86596,Specimen/Lot,"Madracis duncani Wells, 1945",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Madracis duncani Wells, 1945 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3,,,S.58,"Senn, A.",,,,,,Barbados,,,,"Upper Scotland Formation, Chalky Mt. Member",,,,,,,,,,,Eocene,,,,0,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3d2ba5300-f847-4aef-92b0-6d3f032290ca
USNM 86597,Specimen/Lot,"Madracis duncani Wells, 1945",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Madracis duncani Wells, 1945 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,S.66B,"Senn, A.",,,,,,Barbados,,,,"Upper Scotland Formation, Chalky Mt. Member",,,,,,,,,,,Eocene,,,,0,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3310bbd77-062a-4c23-97d6-0643c91a2a15
USNM 86598,Specimen/Lot,"Madracis duncani Wells, 1945",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Madracis duncani Wells, 1945 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,15,,,S.43,"Senn, A.",,,,,,Barbados,,,,"Upper Scotland Formation, Chalky Mt. Member",,,,,,,,,,,Eocene,,,,0,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3e1ea80d0-40e9-4b8b-bf0f-7b1ab37ae32c
USNM 53479,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,Holotype,"Wells. 1973. Bull. Mar. Sci. Gulf Caribb. 23 (1): 20-22, figs.1-3.",,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,DBL 747,,,,North Atlantic Ocean,Caribbean Sea,,Jamaica,,,,Discovery Bay,,,,,,,,,70,,,,,,300454,,,,,,,,,3/29/2017 17:00,http://n2t.net/ark:/65665/39374ffdb-c1cd-4933-915e-7f7ca79da64d
USNM 53480,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,Paratype,"Wells. 1973. Bull. Mar. Sci. Gulf Caribb. 23 (1): 20-22, figs.1-3.",,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,DBL 795,"Goreau, T. F.",,,North Atlantic Ocean,Caribbean Sea,,Jamaica,,,,Discovery Bay,,,,,,,,,46,,,,,,300454,,,,,,,,,3/29/2017 17:00,http://n2t.net/ark:/65665/39b1a42bd-45d4-4c39-9540-277359cc3b3e
USNM 53481,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,Paratype,"Wells. 1973. Bull. Mar. Sci. Gulf Caribb. 23 (1): 20-22, figs.1-3.",,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,DBL 734,"Goreau, T. F.",,,North Atlantic Ocean,Caribbean Sea,,Jamaica,,,,Discovery Bay,,,,,,,,,46,,,,,,300454,,,,,,,,,3/29/2017 17:00,http://n2t.net/ark:/65665/32f9dc4e8-e7c0-4f3b-89e1-dcbef4b64f13
USNM 72547,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Morrison, D.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,3,,,23,Continental Shelf Associates for BLM/ MMS,17-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,25.2814,-83.6297,,SOFLA,,,,,70,,,,1/III-23B,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/30b8eee12-e3c2-4576-b6f9-637751f7ee46
USNM 72548,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Jaap, W.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,29,Continental Shelf Associates for BLM/ MMS,24-Apr-81,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,1/IV-29B,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3acdd4d02-110d-4b90-a554-a6c60025c5c8
USNM 72549,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Morrison, D.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,2 ca.,,,29,Continental Shelf Associates for BLM/ MMS,21-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,1/III-29A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/30c1c8d38-5580-4155-b016-6d41254e9a93
USNM 72550,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Morrison, D.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,2 ca.,,,29,Continental Shelf Associates for BLM/ MMS,21-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,1/III-29B,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3d92de400-4727-40d6-b633-743255a738f8
USNM 72551,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Morrison, D.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,29,Continental Shelf Associates for BLM/ MMS,21-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,1/III-29C,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3c128c8b3-741c-4252-83be-399091f3474b
USNM 72552,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Jaap, W.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1,,,29,Continental Shelf Associates for BLM/ MMS,10-Feb-82,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,2/III-29B,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3f845912f-966d-4a4d-b98b-82bfcbd5ec8a
USNM 72553,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Jaap, W.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,29,Continental Shelf Associates for BLM/ MMS,10-Feb-82,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,2/III-29C,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3139dd851-afa5-492a-9d4b-5bc99ef3c0f9
USNM 72554,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Jaap, W.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,2 ca.,,,29,Continental Shelf Associates for BLM/ MMS,10-Feb-82,Trawl - Otter,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,2/III-29,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/36b139fac-b76d-4f6d-9564-d1ff8d04cf75
USNM 72555,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Morrison, D.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,30,Continental Shelf Associates for BLM/ MMS,21-Nov-80,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7903,-83.8525,,SOFLA,,,,,76.1,,,,1/III-30C,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3e70c79ec-8c2e-4bd1-826f-729c3f67e6cc
USNM 72556,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,2,,,7,Continental Shelf Associates for BLM/ MMS,19-Jul-81,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,Florida,,,Off Florida,26.2803,-82.7336,,SOFLA,,,,,30.4,,,,2/II-07A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3574c965b-2698-4dbc-8975-c714160e7ec2
USNM 72557,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,2,,,7,Continental Shelf Associates for BLM/ MMS,19-Jul-81,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,26.2803,-82.7336,,SOFLA,,,,,30.4,,,,2/II-07B,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3c6ad4aff-274b-4b8e-9094-c4d82f8b1e96
USNM 72558,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1,,,15,Continental Shelf Associates for BLM/ MMS,28-Apr-81,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,25.7647,-82.5269,,SOFLA,,,,,31.5,,,,1/IV-15C,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/363a48aeb-b962-4c74-bb0b-7d7e3c981024
USNM 72559,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,29,Continental Shelf Associates for BLM/ MMS,4-Aug-81,Trawl - Otter,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,2/II-29A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3ac720658-ddc6-42a0-ac93-5fb77bce8415
USNM 72560,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,29,Continental Shelf Associates for BLM/ MMS,4-Aug-81,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,2/II-29B,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/35ab541df-1771-4cf4-9477-c84dd658457e
USNM 72561,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,2 ca.,,,29,Continental Shelf Associates for BLM/ MMS,4-Aug-81,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,2/II-29C,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/370c2ea45-7e81-4638-9674-2a65c7bd1763
USNM 72562,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,2 ca.,,,29,Continental Shelf Associates for BLM/ MMS,24-Apr-81,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,1/IV-29A,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/30f847869-8420-43dd-b0eb-533cf44b3171
USNM 72563,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1 ca.,,,29,Continental Shelf Associates for BLM/ MMS,24-Apr-81,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,1/IV-29C,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/38a98407a-72bb-469f-8de6-29c2db598d04
USNM 72564,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Trine, S.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1,,,29,Continental Shelf Associates for BLM/ MMS,,Trawl - Otter,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,1/IV-29,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/32c3d64e1-e873-4448-afed-bc37fd46fc52
USNM 72565,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Trine, S.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1,,,29,Continental Shelf Associates for BLM/ MMS,24-Apr-81,Trawl - Otter,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,1/IV-29,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3ffafdf2a-7617-4a42-b4ec-42e9d7b75517
USNM 72566,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Continental Shelf Associates for BLM/ MMS,,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1,,,30,Continental Shelf Associates for BLM/ MMS,25-Apr-81,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7903,-83.8525,,SOFLA,,,,,76.1,,,,1/IV-30B,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/35961642e-6ae2-4b4b-a4d9-4a73033535aa
USNM 72719,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Jaap, W.",,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA,1,,,29,Continental Shelf Associates for BLM/ MMS,10-Feb-82,Dredge - Triangle,North Atlantic Ocean,Gulf of Mexico,,United States,,,,Off Florida,24.7919,-83.6864,,SOFLA,,,,,62.5,,,,2/III-29C,,345592,,,,,,,,,9/17/2018 16:25,http://n2t.net/ark:/65665/3b73214b0-3bfb-481e-b288-36b25459a60e
USNM 75594,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",23-May-86,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,5923,U.S. Fish and Wildlife Service,3-Mar-66,,North Atlantic Ocean,Caribbean Sea,,Dominica,,,,"Marigot, East Of",15.6,-61.25,,,Oregon R/V,107,,,73,,,,,,273551,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/3a5b48345-8eb8-46be-86e3-cff383f62e73
USNM 77430,Specimen/Lot,"Madracis formosa Wells, 1973",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",Dec-86,"Madracis formosa Wells, 1973 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,1,"Coffer, T. E.",6-Nov-86,Dredge,North Atlantic Ocean,,,Bahamas,,,,"Diana Bank, Off Acklin's Island",22.5463,-75.7703,,,Endeavor R/V,151,,,40 to 600,,,,,,373290,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/319fdf6eb-9a79-4e5f-a5a8-1f4e4f052231
