Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 1122440,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Mayor, A. G.",,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 ca.,,,,"Mayer, A. G.",May-20,,South Pacific Ocean,,,American Samoa,,,,"Tutuila Island, Pago Pago Harbor, Shallow Tide Pool Near Seaward Edge Of Aua Reef, 700 - 724 Ft From Shore",,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3aeab6925-cd61-40e8-a5fa-78e2a073c2db
USNM 1122452,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,LOC. 4,"Cloud, P. E.",,,North Pacific Ocean,,,Northern Mariana Islands,,,,Saipan Island,,,,,,,,,,,,,,,256930,,,,,,,,,6/4/2019 19:19,http://n2t.net/ark:/65665/32e1cef7d-4ca4-4e86-98c5-b21513ed5a13
USNM 1122522,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Mayor, A. G.",,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 ca.,,,,"Mayor, A. G.",21-Jul-20,,South Pacific Ocean,,,American Samoa,,,,"20D found in 51 feet depth in quiet water from July 25, 1919 to June 12, 1920",,,,,,,,,16,,,,,tin tag : ,,,,,,,,,,3/29/2017 16:49,http://n2t.net/ark:/65665/3cc72426e-768c-4a1b-ac51-11ba97d88713
USNM 46842,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Lamberts, A.",,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,689,"Lamberts, A.; Wass",2-Nov-74,,South Pacific Ocean,,,American Samoa,,,,"Tutuila Island, Pago Pago Harbor, Taema Bank",,,,,,,,,18 to 24,,,,,,327669,,,,,,,,,3/29/2017 16:48,http://n2t.net/ark:/65665/3110f32d8-6c0c-4378-9ad0-f7721ab71330
USNM 1122530,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Mayor, A. G.",,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Mayor, A. G.",,,South Pacific Ocean,,,American Samoa,,,,"Tutuila, Pago Pago Harbor, Aua Line, 850-874 FT from shore",,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/30cc84509-ae03-4b6c-b8a9-9b33488e5094
USNM 1122534,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Mayor, A. G.",,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Mayor, A. G.",3 Sep 1919 to 29 May 1920,,South Pacific Ocean,,,American Samoa,,,,"Tutuila Island, Pago Pago Harbor",,,,,,,,,4,,,,,tin tag : ,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/32bb7a1ba-31ac-4e4b-9f55-9fc6938c0e72
USNM 1122537,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Mayor, A. G.",,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Mayor, A. G.",,,South Pacific Ocean,,,American Samoa,,,,"Tutuila, Pago Pago Harbor, Aua Line, 850-874 FT from shore",,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/30062abc7-f0a1-42d6-b20c-53654925aece
USNM 1122550,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Mayor, A. G.",,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Mayor, A. G.",25 Jul 1919 to 12 Jun 1920,,South Pacific Ocean,,,American Samoa,,,,"Tutuila Island, Pago Pago Harbor, about 600 feet from shore on Aura Reef flat",,,,,,,,,,,,,,tin tag : ,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/35f87d6bb-49e3-4e90-9b75-87a57d7e9a73
USNM 1123004,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Mayor, A. G.",May-20,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Mayor, A. G.",,,South Pacific Ocean,,,American Samoa,,,,"Tutuila Island, Pago Pago Harbor, Utelei Reef",,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/31ced4493-eddf-4656-aaad-7c9e45ecff7e
USNM 1130637,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Vaughan, T. W.",,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,NOT REC.,United States Fish Commission,1899 to 1900,,South Pacific Ocean,,,French Polynesia,,,,"Tuamotu Archipelago, Hereheretue Atoll",,,,,Albatross R/V,,,,,,,,,,,,,,,,,,,3/29/2017 16:48,http://n2t.net/ark:/65665/366212ece-1e52-472e-875b-1a4b03926d61
USNM 1130639,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Vaughan, T. W.",,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Rehder, H. A.",9-Apr-71,,South Pacific Ocean,,,French Polynesia,,,,"Tuamotu Archipelago, Rangiroa Atoll, Tepaetia Island, Passe Avatoru",,,,,,,,,0 to 1,,,,,,,,,,,,,,,4/26/2019 16:46,http://n2t.net/ark:/65665/362ae72d6-cc9a-4a1e-999e-d6c3bfac9819
USNM 44266,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora setchelli Hoffmeister, 1929",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Ladd, H. S.",1946 (17 APR 1946),,North Pacific Ocean,,,Marshall Islands,,,,Bikini,,,,U.S. Navy Operation Crossroads,,,,,,,,,,specimen number : R-3819,172586,,,,,,,,,4/2/2019 18:46,http://n2t.net/ark:/65665/3dff7e12e-d170-4e49-ad13-71a65bd11963
USNM 44394,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora setchelli Hoffmeister, 1929",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,4,"Ladd, H. S.; Tracey, J. I.",2-May-46,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Oruk Island, South Side Of Island, Lithothamnion Ridge",,,,U.S. Navy Operation Crossroads,,,,,,,,,,,172586,,,,,,,,,4/2/2019 18:42,http://n2t.net/ark:/65665/309cdd5d8-884c-4f1a-822b-d1a5e5f7c120
USNM 44395,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora setchelli Hoffmeister, 1929",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,13,"Tracey, J. I.",30-May-46,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Rigili Island",,,,U.S. Navy Operation Crossroads,,,,,,,,,,specimen number : R-4958,172586,,,,,,,,,4/2/2019 18:45,http://n2t.net/ark:/65665/37155fa93-b36d-4363-9693-b6864aa2581f
USNM 44396,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora setchelli Hoffmeister, 1929",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,15,"Tracey, J. I.",2-Jun-46,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Bogen Island, Seaward Reef",,,,U.S. Navy Operation Crossroads,,,,,,,,,,,172586,,,,,,,,,4/2/2019 18:45,http://n2t.net/ark:/65665/317165850-e57c-4389-99f5-875de57b5497
USNM 44398,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora setchelli Hoffmeister, 1929",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3,,,17,"Tracey, J. I.; Bates",1946,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Jeiroru Island, West Side, Lagoon Channel Reef",,,,U.S. Navy Operation Crossroads,,,,,,,,,,Specimen_Num_Collector : R-4938,172586,,,,,,,,,4/2/2019 18:43,http://n2t.net/ark:/65665/3c49be5e8-fce3-4bd5-96e1-bef34ff5dfac
USNM 44399,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora setchelli Hoffmeister, 1929",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3,,,45,Mann,,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Bikini Island, Lagoon Near Island",,,,,,,,,7,,,,,,172586,,,,,,,,,4/2/2019 18:43,http://n2t.net/ark:/65665/330c26def-3392-4043-b41b-abd693d85c35
USNM 1206358,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora setchelli Hoffmeister, 1929",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,South Pacific Ocean,,,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/2/2019 18:45,http://n2t.net/ark:/65665/3288ec827-f24e-4def-95a5-f6a7baa66ac0
USNM 1206361,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora setchelli Hoffmeister, 1929",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,5,,,,"Abbott, T.",1953,,North Pacific Ocean,,,Micronesia,,,,"Caroline Islands, Ifaluk Atoll",,,,,,,,,,,,,,"specimen number : 13A, 15-A, 2x17-A, 21A",,,,,,,,,,4/2/2019 18:46,http://n2t.net/ark:/65665/320cc7929-6f06-4bbf-849e-c547540f64d9
USNM 1206365,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora setchelli Hoffmeister, 1929",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3,,,,"Bayer, F. M.",,,North Pacific Ocean,,,Micronesia,,,,"Caroline Islands, Ifaluk Atoll",,,,,,,,,,,,,,"Specimen_Num_Collector : 432, 433, 737",,,,,,,,,,4/2/2019 18:46,http://n2t.net/ark:/65665/3cabf4381-f8b2-4110-accb-ecd7cb29d65a
USNM 1206366,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora setchelli Hoffmeister, 1929",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Cloud, P. E.",Jan 1949 (20 JUN 1949),,North Pacific Ocean,,,Northern Mariana Islands,,,,"Saipan Island, Lagoon West Of, NW Of Managaha Island",,,,,,,,,,,,,,,256930,,,,,,,,,4/17/2019 13:20,http://n2t.net/ark:/65665/393279f72-2ede-4c7a-a95c-1586311fa2d4
USNM 44397,Specimen/Lot,"Pocillopora brevicornis Lamarck, 1816",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora brevicornis Lamarck, 1816 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora setchelli Hoffmeister, 1929",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,Loc. 16 a,"Tracey, J. I.",1-Jun-46,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Eniwetok Atoll, Terteiripucci Island, inner lagoon reef",,,,U.S. Navy Operation Crossroads,,,,,,,,,,,172586,,,,,,,,,4/2/2019 18:46,http://n2t.net/ark:/65665/315bf870c-20c2-43a4-9fc0-e7e7c54a6d1c
USNM 100096,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,10 ca.,,,66-111,,19-May-66,Scuba - Diving,South Pacific Ocean,,,Ecuador,Galapagos Islands,,,Isabela Island,-0.7642,-90.3031,,SEPBOP,Anton Bruun R/V,16,,,8 to 9,,,,,,,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3ae06a285-7a33-43ba-8f28-0921ef672590
USNM 46919,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Glynn, P. W.",,,North Pacific Ocean,Gulf of Panama,,Panama,,,,"Panama Bay, Urava Island",,,,Smithsonian STRI Panama Survey,,,,,,,,,,,329774,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/31a0c39d1-a38e-4624-a1dd-14d4c9d9653c
USNM 46920,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Glynn, P. W.",,,North Pacific Ocean,Gulf of Panama,,Panama,,,,"Panama Bay, Urava Island",,,,Smithsonian STRI Panama Survey,,,,,,,,,,,329774,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3f77a058d-859a-477c-896f-bec70ee334f5
USNM 78825,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",Jul-98,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",Pocillopora sp.,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Von Prahl, H.",,,North Pacific Ocean,,,Colombia,,,,Gorgona Island,3,-78.18,,,,,,,5,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/34c0d539e-d89a-4f92-99df-b4c636096783
USNM 78826,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",Jul-98,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",Pocillopora sp.,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Von Prahl, H.",2-Apr-80,,North Pacific Ocean,,,Colombia,,,,Gorgona Island,3,-78.18,,,,,,,4,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/354b5e13d-e0ce-4809-bb01-b3517fe4882b
USNM 78835,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",Jul-98,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",Pocillopora sp.,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Von Prahl, H.",,,North Pacific Ocean,,,Colombia,,,,Gorgona Island,3,-78.18,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3c07c562e-c543-42ec-a024-0cf08d8f6ddd
USNM 78872,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Wells, J. W.",18-Jan-75,,North Pacific Ocean,,,Ecuador,Galapagos Islands,,,"Wenman Island, Ne-N Side",,,,,,,,,8,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/37c82e1df-9388-4024-b78c-f72e579492bd
USNM 78873,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Wells, J. W.",11-Jan-75,,South Pacific Ocean,,,Ecuador,Galapagos Islands,,,"Onslow Island, Inside Crown",,,,,,,,,3,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3f0084f28-d4ac-438a-bf02-0e57a3f80189
USNM 79680,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 ca.,,,,"Glynn, P. W.",15-Jul-75,,North Pacific Ocean,,,Panama,,,,,,,,Smithsonian STRI Panama Survey,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/36c5a4242-d780-4bd4-9dc2-cee9ec06a3e6
USNM 79682,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 ca.,,,,"Glynn, P. W.",31-Jan-75,,South Pacific Ocean,,,Ecuador,,,,"Sucre Island, Off Machalilla",,,,,,,,,3,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/30f5fe4fe-2e43-4f58-be7d-6517b267f7a6
USNM 79683,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 ca.,,,,"Glynn, P. W.",31-Jan-75,,South Pacific Ocean,,,Ecuador,,,,"Sucre Island, Off Machalilla",,,,,,,,,3,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3fbfc962b-38de-408b-93c4-5156fd72ca22
USNM 79689,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,37,"Glynn, P.",1-May-71,Hand,North Pacific Ocean,Gulf of Panama,,Panama,,,,"Perlas Archipelago, Chapera Island, East Side Cove Of Chapera Island",8.585,-79.0175,,Smithsonian STRI Panama Survey,,,,,5 to 9,,,,,,373757,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3e0659e01-47e0-4b9f-b035-947ee97934cd
USNM 79693,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Von Prahl, H.",1980,,North Pacific Ocean,,,Colombia,,,,,,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:56,http://n2t.net/ark:/65665/38e999400-d21e-4773-a490-bb270a89e45d
USNM M   547395,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,North Pacific Ocean,,,Panama,,,,Coiba Island,,,,Smithsonian STRI Panama Survey,,,,,,,,,,"Original Number : 99,998",373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/32925434d-5b91-4c60-8f54-c937a082df5b
USNM 5405,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Belding, L.",16 May 1882,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,40,,,,,,,North Pacific Ocean,,,United States,California,,,"San Francisco Bay, La Paz, Lower California",,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:50,http://n2t.net/ark:/65665/35b8d7022-b199-4f1c-8e1c-3fae62239f01
USNM 46931,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,12,,18-Jan-75,,North Pacific Ocean,,,Ecuador,Galapagos Islands,,,"Wenman Island, Ne-N Side, Loc. 12",,,,,,,,,8,,,,,,329774,,,,,,,,,3/29/2017 16:50,http://n2t.net/ark:/65665/3b7503948-66aa-494a-9cf3-c9ec39cbc63f
USNM 46932,Specimen/Lot,"Pocillopora capitata Verrill, 1864",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora capitata Verrill, 1864 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Wells, J. W.",11-Jan-75,,South Pacific Ocean,,,Ecuador,Galapagos Islands,,,"Onslow Island, Inside Crown, Loc. 1c",,,,,,,,,3,,,,,,329774,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/3260e666b-292b-46a2-b49e-73b8b726fd59
