Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 38320,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Vaughan, T. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Mayer, A. G.",20-Oct-13,,South Pacific Ocean,,,Australia,Queensland,,,"Murray Island, 980 Ft From Shore On SE Reef",-9.92,144.05,,,,,,,0.3,,,,,,,,,,,,,,,10/30/2017 20:14,http://n2t.net/ark:/65665/3a89add3b-019c-42bf-8c58-ea832ff1372f
USNM 38321,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, V. N.",1993,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",Seriatopora angulata Klunzinger,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Wood-Jones, F.",,,Indian Ocean,,,Australia,,,,Cocos Keeling Islands,,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:39,http://n2t.net/ark:/65665/3de8aad88-620e-4475-bb08-83bff85100dc
USNM 5739,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Dana, James Dwight",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,Syntype,"Dana. 1846. Zoophytes. 7: 521, pl.49, fig.3.",,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,1838 to 1842,,South Pacific Ocean,,,Fiji,,,,,,,,U.S. Exploring Expedition,,,,,,,,,,,0,,,,,,,,,11/18/2014 15:15,http://n2t.net/ark:/65665/30163a8a8-5941-437b-80de-6549d3f95c01
USNM 67718,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,10 Fragment(s),,,160,,,,,,,Fiji,,,,,,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/3bc63784b-a72d-4741-8ac5-268885bab80a
USNM 68090,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,8 Fragment(s),,,F-1,,,,,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll",,,,,,,,,,,Pliocene,,,,,,,,,,,,,3/29/2017 16:42,http://n2t.net/ark:/65665/3f10d29dd-6755-4d0c-9ed5-c058a1ceb422
USNM 68091,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,F-1,,,,,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll",,,,,,,,,,,Pleistocene?,,,,,,,,,,,,,3/29/2017 16:42,http://n2t.net/ark:/65665/3c12df0fa-c4a4-41f4-bdca-921a4cb16fcd
USNM 68092,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,F-1,,,,,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll",,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:42,http://n2t.net/ark:/65665/3039aabca-2daa-4167-ae42-1e845de90a28
USNM 79200,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, V. N.",1995,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,6 Fragment(s),,,JS-16,"Stefani, J.; Kensley, B. F.",11-Apr-87,,Indian Ocean,,,Seychelles,,,,"Aldabra Atoll, East Channel, E Of Middle Camp",,,,,,,,,0.5 to 2.5,,,,,,355515,,,,,,,,,3/29/2017 16:44,http://n2t.net/ark:/65665/33e65dd6c-4195-409e-8aa6-f6a54a47c0f2
USNM 79201,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, V. N.",1995,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,JS-16,"Stefani, J.; Kensley, B. F.",11-Apr-87,,Indian Ocean,,,Seychelles,,,,"Aldabra Atoll, East Channel, E Of Middle Camp",,,,,,,,,0.5 to 2.5,,,,,,355515,,,,,,,,,3/29/2017 16:44,http://n2t.net/ark:/65665/379e2aa9e-dd82-4298-a399-67929308feca
USNM 79202,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, V. N.",1995,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,JS-16,"Stefani, J.; Kensley, B. F.",11-Apr-87,,Indian Ocean,,,Seychelles,,,,"Aldabra Atoll, East Channel, E Of Middle Camp",,,,,,,,,0.5 to 2.5,,,,,,355515,,,,,,,,,3/29/2017 16:44,http://n2t.net/ark:/65665/32f4af49c-8214-46cd-bd73-9069decae088
USNM 79203,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, V. N.",1995,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,JS-13,"Stefani, J.; Schotte, M.; Clark, J.; Kensley, B. F.",6-Apr-87,,Indian Ocean,,,Seychelles,,,,"Aldabra Atoll, Ile Picard, E Of, In Lagoon",,,,,,,,,1 to 2,,,,,,355515,,,,,,,,,3/29/2017 17:00,http://n2t.net/ark:/65665/38d36c46b-63c3-4bae-9464-6d319d2436c7
USNM 79330,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Kuenzler, E. J.; Pomeroy, L. R.",10-Jul-60,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Lagoon",,,,,,,,,9,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/30ba6dbfb-926d-4c07-a254-936b959fd736
USNM 79331,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,5,,,,,29-Jul-50,,North Pacific Ocean,,,Marshall Islands,,,,"Ratak Chain, Arno Atoll, Lagoon, Near Reef Margin",,,,,,,,,18,,,,,,373757,,,,,,,,,9/28/2015 13:15,http://n2t.net/ark:/65665/33e78d51e-7dd7-4333-835e-487ad2a0d66b
USNM 79332,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,1726,"Humes, A. G.",3-Aug-71,,South Pacific Ocean,,,New Caledonia,,,,"W Of Isle N'Gou, Near Noumea",-22.2289,166.384,,,,,,,1,,,,Humes 1726,,373757,,,,,,,,,3/29/2017 16:59,http://n2t.net/ark:/65665/3e43323a7-845e-4d43-a07d-e5d1935f01c8
USNM 79333,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,,"Edmondson, C. H.",,,North Pacific Ocean,,,,,,,Wake Island,,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:56,http://n2t.net/ark:/65665/3461e6c86-6d83-433f-9d0b-3fec519f76af
USNM 79334,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,,"Tyler, J. C.",1970,,South Pacific Ocean,,,Australia,Queensland,,,"Great Barrier Reef, Northern Escape Reef, W End Of",,,,,,,,,5 to 8,,,,,,373757,,,,,,,,,3/29/2017 16:58,http://n2t.net/ark:/65665/3daf4594a-8d2b-4ec8-a38a-49b06db5f9cd
USNM 79335,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,4,,,1813,"Humes, A. G.",2-May-75,,South Pacific Ocean,Banda Sea,,Indonesia,Moluccas,,,"Banda Islands, Banda Island, S Of Bandanaira",-4.5367,129.894,,,Alpha Helix R/V,,,,18,,,,Humes 1813,,373757,,,,,,,,,3/29/2017 16:59,http://n2t.net/ark:/65665/332b8699b-b2ab-41fd-b642-7c80027b017f
USNM 79336,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3,,,,"Kuenzler, E. J.; Pomeroy, L. R.",17-Jul-60,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Lagoon",,,,,,,,,15,,,,,,373757,,,,,,,,,3/29/2017 16:56,http://n2t.net/ark:/65665/3ff3289ea-9115-4816-b2af-42fc6ebae48f
USNM 79337,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,1787,"Humes, A. G.",28-Apr-75,,South Pacific Ocean,Banda Sea,,Indonesia,Moluccas,,,"Banda Islands, Banda Island, Goenoeng Api, SW Shore",-4.5292,129.865,,,Alpha Helix R/V,,,,10,,,,Humes 1787,,373757,,,,,,,,,3/29/2017 16:59,http://n2t.net/ark:/65665/38fc21f53-fdd0-4df9-b731-abed4c0c3a0d
USNM 79338,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Wells, J. W.",30-May-54,,South Pacific Ocean,,,Australia,Queensland,,,"Great Barrier Reef, Fitzroy Island, N Side, S Of Cairns",,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:58,http://n2t.net/ark:/65665/391c755de-a7a8-4a05-8cb8-9654789e9d8b
USNM 79339,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 ca.,,,,,29-Jul-50,,North Pacific Ocean,,,Marshall Islands,,,,"Ratak Chain, Arno Atoll, Anchorage Reef",,,,,,,,,,,,,,,373757,,,,,,,,,9/28/2015 13:15,http://n2t.net/ark:/65665/3950651d2-08e7-40f5-9e9b-7461103a9c61
USNM 79340,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 ca.,,,,,22-Jun-50,,North Pacific Ocean,,,Marshall Islands,,,,"Ratak Chain, Arno Atoll, Anchorage Reef",,,,,,,,,,,,,,,373757,,,,,,,,,9/28/2015 13:15,http://n2t.net/ark:/65665/3b3ac6757-f759-481d-846e-fda1b507c2bf
USNM 79341,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,20 ca.,,,,,27-Jun-50,,North Pacific Ocean,,,Marshall Islands,,,,"Ratak Chain, Arno Atoll, In Lagoon, Off Village",,,,,,,,,18 to 27,,,,,,373757,,,,,,,,,10/17/2014 21:58,http://n2t.net/ark:/65665/3d8e483d1-4185-4aab-a073-ff169043fab1
USNM 79342,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,5 ca.,,,,,8-Jul-50,,North Pacific Ocean,,,Marshall Islands,,,,"Ratak Chain, Arno Atoll, Lagoon Reef, Off L'Angar Island",,,,,,,,,1 to 2,,,,,,373757,,,,,,,,,10/17/2014 21:58,http://n2t.net/ark:/65665/3e2da1e0f-a5bd-498a-b80e-b1cb1c7f24da
USNM 79343,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",21-Jun-71,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 ca.,,,1540,"Humes, A. G.; Halverson, R. C.",21-Jun-71,,South Pacific Ocean,,,New Caledonia,,,,"Noumea, Maitre Island, West Of",-22.3347,166.401,,,,,,,2,,,,Humes 1540,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/370c77e3d-c5e2-4d62-9350-233df6a7bce3
USNM 79344,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,1567,"Humes, A. G.",26-Jun-71,,South Pacific Ocean,,,New Caledonia,,,,"W Of Isle Mando, Near Noumea",-22.3164,166.158,,,,,,,3,,,,Humes 1567,,373757,,,,,,,,,3/29/2017 16:58,http://n2t.net/ark:/65665/36fd9e17b-7339-4c84-b0f1-fbdc6dd4e385
USNM 83611,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, V. N.",1995,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",Seriatopora angulata Klunzinger,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,10 ca.,,,32,"Wells, J. W.",25-Apr-46,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Bikini Island, West Of South End Of Island",,,,U.S. Navy Operation Crossroads,,,,,51,,,,,,172586,,,,,,,,,3/29/2017 16:59,http://n2t.net/ark:/65665/3200dca5c-bf6f-4905-b328-bd9e28d71171
USNM 83614,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,44,"Ladd, H. S.",1946,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Bikini Island, Lagoon, East End Near Island",,,,U.S. Navy Operation Crossroads,,,,,18,,,,,,172586,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/30a4e614f-ce63-445d-8a71-8b9926deca94
USNM 89723,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,1955,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Aniyaanii Island, 0.75 Mile Offshore, Lagoon Side",,,,,,,,,15 to 16,,,,,,361637,,,,,,,,,9/28/2015 13:15,http://n2t.net/ark:/65665/3355b81f4-d1b0-48b9-b2f5-c8a6786f972e
USNM 89724,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,1955,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Parry Island, Lagoon",,,,,,,,,1 to 2,,,,,,361637,,,,,,,,,10/20/2014 13:15,http://n2t.net/ark:/65665/3bea55e76-a28d-4552-977f-2486bb52fd10
USNM 89725,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Veron, J. E.N.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Lamberson, J. O.; P.L.",14-Nov-76,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Sand Island, Leeward Lagoon Pinnacle Reef #1",,,,,,,,,11,,,,,,324599,,,,,,,,,3/29/2017 16:56,http://n2t.net/ark:/65665/3ce63a67e-4e12-4ef8-8015-46ba9673be14
USNM 89726,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Veron, J. E.N.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Stimson, J.",3-Dec-76,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Enewetak Island, Marine Pier Pinnacle, Leeward Pier Pinnacle",11.365,162.35,,,,,,,22,,,,,,324599,,,,,,,,,3/29/2017 16:56,http://n2t.net/ark:/65665/324f2e6e8-3bc1-43ae-aa3f-c2027c76f9de
USNM 89727,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Veron, J. E.N.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Stimson, J.",3-Dec-76,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Enewetak Island, Marine Pier Pinnacle, Leeward Lagoon, Pinn. Reef",11.365,162.35,,,,,,,12 to 13,,,,,,324599,,,,,,,,,3/29/2017 16:56,http://n2t.net/ark:/65665/3274b324e-0ec0-4f5c-b936-d9aec1f9be01
USNM 90218,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,5139,United States Fish Commission,14-Feb-08,"Trawl - Agassiz beam, 12 ft, with mud bag",North Pacific Ocean,,,Philippines,Sulu,,,"Jolo Island, Jolo, Daingapic Point",6.1,121.042,,Philippines Expedition,Albatross R/V,,,,37,,,,USFC/A5139,,0,,,,,,,,,3/29/2017 17:01,http://n2t.net/ark:/65665/3c097021c-37ca-420b-a50a-6e1e49b0c6d5
USNM 90219,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,5143,United States Fish Commission,15-Feb-08,"Trawl - Agassiz beam, 12 ft, with mud bag",North Pacific Ocean,,,Philippines,Sulu,,,"Jolo Island, Jolo, Daingapic Point",6.0972,121.037,,Philippines Expedition,Albatross R/V,,,,35,,,,USFC/A5143,,0,,,,,,,,,3/29/2017 17:01,http://n2t.net/ark:/65665/3f006ac33-0998-47e2-a20c-4441d3d32b20
USNM 90220,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,4,,,5159,United States Fish Commission,21-Feb-08,"Dredge - Johnston oyster, 9 ft",North Pacific Ocean,,,Philippines,"Sulu Archipelago, Tawitawi Group",,,"Tawitawi Island, Tataan Passage, Tinakta island",5.1972,119.9,,Philippines Expedition,Albatross R/V,,,,18,,,,USFC/A5159,,0,,,,,,,,,3/29/2017 17:02,http://n2t.net/ark:/65665/35baed64c-bd6a-4ef6-a519-0c817392870b
USNM 90221,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,5160,United States Fish Commission,22-Feb-08,"Dredge - Johnston oyster, 9 ft",North Pacific Ocean,,,Philippines,"Sulu Archipelago, Tawitawi Group",,,"Tawitawi Island, Tataan Passage",5.2111,119.919,,Philippines Expedition,Albatross R/V,,,,22,,,,USFC/A5160,,0,,,,,,,,,3/29/2017 17:02,http://n2t.net/ark:/65665/37cf3efa1-ffad-4336-912e-9f02a5e0de0e
USNM 90222,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,5152,United States Fish Commission,18-Feb-08,"Trawl - Agassiz beam, 12 ft, with mud bag",North Pacific Ocean,,,Philippines,"Sulu Archipelago, Tawitawi Group",,,"Tawitawi Island, Tabolongan Island",5.3819,120.263,,Philippines Expedition,Albatross R/V,,,,62,,,,USFC/A5152,,0,,,,,,,,,3/29/2017 17:01,http://n2t.net/ark:/65665/35857f200-c82b-40de-8095-0af86ae950ca
USNM 90223,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,6,,,5157,United States Fish Commission,21-Feb-08,"Dredge - Johnston oyster, 9 ft",North Pacific Ocean,,,Philippines,"Sulu Archipelago, Tawitawi Group",,,"Tawitawi Island, Tataan Passage",5.2083,119.931,,Philippines Expedition,Albatross R/V,,,,33,,,,USFC/A5157,,0,,,,,,,,,3/29/2017 17:02,http://n2t.net/ark:/65665/3cb10bc76-5923-4d0a-918d-dfef8f3ead14
