Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 1615584,Specimen/Lot,Seriatopora ? sp.,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",26-Feb-20,Seriatopora sp. : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 LOT,,,M-22,"Hendler, G.",8-Jun-79,,South Pacific Ocean,,,Papua New Guinea,,,,"Port Moresby, West Of",-8.8283,146.548,,Helix-79,Alpha Helix R/V,,,,,Intertidal,,,,,376773,,,,,,,,,2/26/2020 17:52,http://n2t.net/ark:/65665/30615dd8d-61af-4b7a-bef6-a740202e4ec1
USNM 38322,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Vaughan, T. W.",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Wood-Jones, F.",,,Indian Ocean,,,Australia,,,,Cocos Keeling Islands,,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:55,http://n2t.net/ark:/65665/3ab945a59-e975-4586-bf52-559042a51041
USNM 79326,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Kuenzler, E. J.; Pomeroy, L. R.",15-Jul-60,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Lagoon",,,,,,,,,9,,,,,,373757,,,,,,,,,3/29/2017 16:56,http://n2t.net/ark:/65665/3bcd97e4d-d405-4c4a-98ed-abc52e50bc41
USNM 79327,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 ca.,,,,,7-Mar-50,,North Pacific Ocean,,,Marshall Islands,,,,"Ratak Chain, Arno Atoll, Lagoon Reef, E End Of Atoll, First Islet S Of Aotle Island",,,,,,,,,0 to 1,,,,,,373757,,,,,,,,,10/17/2014 21:58,http://n2t.net/ark:/65665/3738a6e98-c61d-4e83-acef-f84764922603
USNM 79328,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Ackerman, J.",,,North Pacific Ocean,,,Palau,,,,Palau Island,,,,,,,,,30,,,,,,373757,,,,,,,,,3/29/2017 16:56,http://n2t.net/ark:/65665/30870add7-3975-47aa-93c6-c50be216c321
USNM 79329,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,6,,,,,24-Jul-50,,North Pacific Ocean,,,Marshall Islands,,,,"Ratak Chain, Arno Atoll, Lagoon, 1 - 2 Mile N Of Jiyabo",,,,,,,,,37,,,,,,373757,,,,,,,,,10/17/2014 21:58,http://n2t.net/ark:/65665/310eaaf17-0b00-45b6-8044-9ac5ea6aadc3
USNM 79674,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 ca.,,,,,,,Indian Ocean,Red Sea,,Eritrea,,,,"Dahlak Archipelago, Entedebir Island",,,,,,,,,,,,,,,373757,,,,,,,,,10/17/2014 22:01,http://n2t.net/ark:/65665/38c896568-cd44-477f-af2d-8aad0d18f608
USNM 83612,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,10 ca.,,,66,"Emery, K. O.",,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Lagoon",,,,,,,,,46,,,,,,172586,,,,,,,,,3/29/2017 17:00,http://n2t.net/ark:/65665/346bc65b6-e58f-434b-a28c-0bafcfe8d7eb
USNM 83613,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,89,Taylor,5-Jun-46,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Enewetak Island, 5 Mile North Of Island",,,,U.S. Navy Operation Crossroads,,,,,27 to 37,,,,,,172586,,,,,,,,,3/29/2017 17:00,http://n2t.net/ark:/65665/3bb75bd3b-078a-4233-ae6c-48ab176f39b7
USNM 44352,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, John West",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,103,"Wells, J. W.",30-Jul-47,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Enyu Island, Seaward Slope Off Of",,,,,,,,,23 to 30,,,,,specimen number : US 6111,172586,,,,,,,,,11/30/2018 20:15,http://n2t.net/ark:/65665/3fcfe14e3-d698-4a19-8811-2f9e5de24e7f
USNM 44353,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, John West",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,107,"Wells, J. W.",6-Aug-47,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Enirik Island, Seaward Slope",,,,,,,,,60 to 88,,,,,specimen number : US 6213,172586,,,,,,,,,11/30/2018 20:14,http://n2t.net/ark:/65665/34965e071-e456-42a5-b118-520d3eda171d
USNM 44354,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, John West",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,92,"Emery, K. O.",1947,,North Pacific Ocean,,,Marshall Islands,,,,"Eniwetok, Lagoon",,,,,,,,,55,,,,,specimen number : ENI 143,172586,,,,,,,,,11/30/2018 20:13,http://n2t.net/ark:/65665/31e80dbca-34e8-4ff4-8d26-b52a50473b38
USNM 44355,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, John West",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,96,"Emery, K. O.",1947,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Rongelap Atoll, Lagoon",,,,,,,,,,,,,,specimen number : RAP 15,172586,,,,,,,,,11/30/2018 20:19,http://n2t.net/ark:/65665/3ec84790d-7373-46c7-b454-60b22e4ea1b5
USNM 44356,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, John West",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,84,"Emery, K. O.",1947,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, lagoon off Bikini island",,,,,,,,,37.9,,,,,specimen number : BLK 1055,172586,,,,,,,,,11/30/2018 20:22,http://n2t.net/ark:/65665/3ad7f0fe5-bc2e-4d0e-b094-aa061700adff
USNM 44357,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, John West",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,55,"Emery, K. O.",1947,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Lagoon",,,,,,,,,26,,,,,specimen number : BLK 162,172586,,,,,,,,,11/30/2018 20:25,http://n2t.net/ark:/65665/30c6556ea-3f85-48c0-9ffe-327519baa7d4
USNM 47823,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hamilton, H.",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Frazier, J.",6-Feb-74,,Indian Ocean,,,Tanzania,,,,"Pemba Island, SSW Of Maziwi Island",,,,,,,,,,,,,,reference number : 9,337938,,,,,,,,,11/30/2018 20:30,http://n2t.net/ark:/65665/350815f0a-10ec-4c91-b616-732fff4fc1f3
USNM 49193,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, John West",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,62,Emory,1946,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Lagoon",,,,U.S. Navy Operation Crossroads,Crossroads R/V,,,,7,,,,,specimen number : 390,172586,,,,,,,,,11/30/2018 20:43,http://n2t.net/ark:/65665/3fe041d70-a1e4-4cf2-8eb8-25983144bc87
USNM 49194,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, John West",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,35,"Morrison, J. P.; Wells, J. W.",23-Apr-46,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Bikini Island, SW Of NW End Of Island",,,,U.S. Navy Operation Crossroads,Crossroads R/V,,,,33,,,,,,172586,,,,,,,,,11/30/2018 20:45,http://n2t.net/ark:/65665/36d574fcb-1d31-4987-96f1-ed86645dcb7d
USNM 49196,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, John West",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,33,"Morrison, J. P.; Wells, J. W.",25-Apr-46,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Bikini Lagoon",,,,U.S. Navy Operation Crossroads,Crossroads R/V,,,,49,,,,,,172586,,,,,,,,,11/30/2018 20:56,http://n2t.net/ark:/65665/3f406ecc6-7c26-4603-8f73-5249eb335d92
USNM 49199,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, John West",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,43,Schultz; Tracey,1947,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Lagoon",,,,U.S. Navy Operation Crossroads,Crossroads R/V,,,,55,,,,,,172586,,,,,,,,,11/30/2018 21:02,http://n2t.net/ark:/65665/336257601-11f4-4534-a6f7-87cd78c2e609
USNM 49200,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, John West",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,LOC. 31,,25-Apr-46,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Lagoon",,,,U.S. Navy Operation Crossroads,Crossroads R/V,,,,40,,,,,,172586,,,,,,,,,11/30/2018 21:07,http://n2t.net/ark:/65665/31f820ad1-d44e-4561-b967-05960f9bb9c2
USNM 49225,Specimen/Lot,Seriatopora angulata Klunzinger,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, John West",,Seriatopora angulata Klunzinger : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,37,"Wells, J. W.",1946,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Side Of Coral Knoll, NE Lagoon",,,,U.S. Navy Operation Crossroads,,,,,31 to 43,,,,,specimen number : US 6167,172586,,,,,,,,,11/30/2018 21:16,http://n2t.net/ark:/65665/332a26982-86f9-4e35-83ae-e8f4d55c3f25
USNM 79681,Specimen/Lot,Seriatopora caliendrum Ehrenberg,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,Seriatopora caliendrum Ehrenberg : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,Indian Ocean,Red Sea,,Eritrea,,,,"Dahlak Archipelago, Melita Bay",,,,,,,,,,,,,,,373757,,,,,,,,,10/17/2014 22:01,http://n2t.net/ark:/65665/34bc7c19a-87c4-4827-b43e-72ecb5425c89
USNM 90838,Specimen/Lot,Seriatopora caliendrum Ehrenberg,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,Seriatopora caliendrum Ehrenberg : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Mearns, E. A.",26-Jan-06,,North Pacific Ocean,,,Philippines,Zamboanga del Sur,,,"Sulu Archipelago, Basilan Island, Isabella Island",,,,,,,,,,,,,,,46983,,,,,,,,,3/29/2017 16:57,http://n2t.net/ark:/65665/3458b53f7-ef0c-4e8b-b327-8dd348177179
USNM 1123823,Specimen/Lot,Seriatopora caliendrum Ehrenberg,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",,Seriatopora caliendrum Ehrenberg : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,Indian Ocean,,,Sri Lanka,,,,Pearl Banks,,,,,,,,,,,,,,,44578,,,,,,,,,11/18/2014 15:29,http://n2t.net/ark:/65665/31a3aaedb-025f-4d1f-b56f-742ce46e8b6a
USNM 48071,Specimen/Lot,Seriatopora caliendrum Ehrenberg,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Jaap, Walter; Wells; Scheer",4-Dec-79,Seriatopora caliendrum Ehrenberg : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,100 ca.,,,,"Talley, K.",1977,,Indian Ocean,Red Sea,,Saudi Arabia,,,,"Jiddah, 20 Mile North Of, 'The Creek', Off Abhor",,,,,,,,,0 to 30,,,"ledger entry: ""fault at rt. L to Red Sea about 12 mi. long""",,,338475,,,,,,,,,5/13/2019 15:19,http://n2t.net/ark:/65665/362a14651-d558-480c-9256-4f2dac049cc0
USNM 329,Specimen/Lot,"Seriatopora caliendrum gracilis Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Dana, James Dwight",,"Seriatopora caliendrum gracilis Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,Syntype,"Dana. 1846. Zoophytes. 7: 522, pl.49, fig.4.",,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,1838 to 1842,,North Pacific Ocean,Sulu Sea,,,,,,,,,,U.S. Exploring Expedition,,,,,,,,,,,,,,,,,,,,11/18/2014 15:17,http://n2t.net/ark:/65665/3dbfbbab5-c5b7-4481-9ea1-e1460c6ae0bf
USNM 62390,Specimen/Lot,"Seriatopora cf. hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,,,,United States,Hawaii,,,"Midway Islands, Drill Hole",,,,,,,,,,,Miocene,,,,342628,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3559eec28-a7a1-45b1-b808-e3011c526cda
USNM 62423,Specimen/Lot,"Seriatopora cf. hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,R-46,,,,,,,United States,Hawaii,,,Midway Island,,,,,,,,,,,Miocene,,,,342628,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3d065e5ec-85b6-4c82-9d28-0f9a901fc8b1
USNM 45182,Specimen/Lot,"Seriatopora cf. ornata Felix, 1921",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Seriatopora ornata Felix, 1921 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,2A,,,,,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll",,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/3ed420838-5b28-440c-a533-f33bcadabbd8
USNM 45240,Specimen/Lot,Seriatopora delicatula Felix,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Seriatopora delicatula Felix : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,,,,,,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Drill Hole 2a",,,,,,,,,,,Miocene,,,,,,,,,,,,,10/30/2017 20:14,http://n2t.net/ark:/65665/3c9426262-db15-45cc-942e-9ef29be36f03
USNM 45241,Specimen/Lot,Seriatopora delicatula Felix,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Seriatopora delicatula Felix : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3 Fragment(s),,,2A,,,,,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll",,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/3f86220e2-80f9-4a83-8552-81191267fc0b
USNM 45242,Specimen/Lot,Seriatopora delicatula Felix,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Seriatopora delicatula Felix : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,2A,,,,,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll",,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/3b52867b8-ce62-4590-9c9b-26bd44d73314
USNM 45243,Specimen/Lot,Seriatopora delicatula Felix,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Seriatopora delicatula Felix : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,2A,,,,,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll",,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/339135400-19f4-4418-bd06-576b73dbbff6
USNM 45244,Specimen/Lot,Seriatopora delicatula Felix,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Seriatopora delicatula Felix : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,2A,,,,,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll",,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/35c9400b8-fcca-4195-8b31-94fd55ae043c
USNM 45245,Specimen/Lot,Seriatopora delicatula Felix,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Seriatopora delicatula Felix : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,2A-37,,,,,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll",,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/3e5f176f0-9c0f-4090-8515-51b39ca5a466
USNM 45246,Specimen/Lot,Seriatopora delicatula Felix,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Seriatopora delicatula Felix : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,2A,,,,,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll",,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/3e71a0fb4-656e-444d-9bd7-3c5becce537d
USNM 89786,Specimen/Lot,Seriatopora elegans Milne Edwards & Haime,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Vaughan, T. W.",,Seriatopora elegans Milne Edwards & Haime : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,NOT REC.,United States Fish Commission,22-Jan-00,,North Pacific Ocean,,,Marshall Islands,,,,"Ratak Chain, Wotje Atoll",10.33,170.03,,,Albatross R/V,,,,22,,,,,,0,,,,,,,,,3/29/2017 17:00,http://n2t.net/ark:/65665/36ab15003-7098-494a-afae-8df4d5b829d6
USNM 100433,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1996,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Bayer, F. M.",,,North Pacific Ocean,,,Micronesia,,,,"Caroline Islands, Yap Islands, Ifalik Atoll",,,,,,,,,,,,,,,200652,,,,,,,,,3/29/2017 16:56,http://n2t.net/ark:/65665/3e97e72a3-5b43-451a-8d28-d8c636e4a2aa
USNM 346,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Dana, James Dwight",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,Syntype,"Dana. 1846. Zoophytes. 7: 521, pl.49, fig.3.",,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,1838 to 1842,,South Pacific Ocean,,,Fiji,,,,,,,,U.S. Exploring Expedition,,,,,,,,,,,,,,,,,,,,11/18/2014 15:16,http://n2t.net/ark:/65665/3f8a294a9-4a57-4ee9-b04b-f97cd1122201
USNM 38319,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Mayer, A. G.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Mayer, A. G.",15-Oct-13,,South Pacific Ocean,,,Australia,Queensland,,,"Murray Island, Maer Island, 1200 Ft From Shore On SE Reef Flat",-9.92,144.05,,,,,,,0.4,,,,,,,,,,,,,,,10/30/2017 20:14,http://n2t.net/ark:/65665/31f6a6bb4-b2e5-492a-b890-c835e4ab9e4e
