Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 1583024,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-50,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1479,-68.9944,,,,,,,,,Late Miocene - Early Pliocene,,,Other Number : 8157; field number : AB95-50,2083565,,,,,,,,,8/27/2019 14:58,http://n2t.net/ark:/65665/37221def0-fe72-47e3-8954-1455d5bc064d
USNM 1583025,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-51,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1483,-68.9947,,,,,,,,,Late Miocene - Early Pliocene,,,Other Number : 8017; field number : AB95-51,2083565,,,,,,,,,8/27/2019 14:59,http://n2t.net/ark:/65665/3da6228ce-1783-4a13-bbca-643cda8ac59a
USNM 1583031,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-52,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-South, Seroe Domi Formation, 16.2-14.9 Ma",12.1494,-68.9906,,,,,,,,,Middle Miocene,,,Other Number : 8194; field number : AB95-52,2083565,,,,,,,,,8/27/2019 15:22,http://n2t.net/ark:/65665/3e9ef853f-a673-4bc7-9954-83c7225cbb1b
USNM 1583032,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-52,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-South, Seroe Domi Formation, 16.2-14.9 Ma",12.1494,-68.9906,,,,,,,,,Middle Miocene,,,Other Number : 8026; field number : AB95-52,2083565,,,,,,,,,8/27/2019 15:23,http://n2t.net/ark:/65665/3bf8d10c4-0249-4b5d-8d7a-1d7ed028d48b
USNM 1583034,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3 Fragment(s),,,AB95-53,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-South, Seroe Domi Formation, 10.3-7.8 Ma",12.1489,-68.9911,,,,,,,,,Late Miocene,,,Other Number : 8149; field number : AB95-53,2083565,,,,,,,,,8/27/2019 15:25,http://n2t.net/ark:/65665/35942445f-f3dc-4433-b17c-b8d6e44d8e39
USNM 1583035,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-53,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-South, Seroe Domi Formation, 10.3-7.8 Ma",12.1489,-68.9911,,,,,,,,,Late Miocene,,,Other Number : 8188; field number : AB95-53,2083565,,,,,,,,,8/27/2019 15:26,http://n2t.net/ark:/65665/3afb8d9da-0957-4e8b-9f27-0b2fa06b8435
USNM 1583037,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,AB95-56,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-South, Seroe Domi Formation, 5.9-4.6 Ma",12.1468,-68.993,,,,,,,,,Late Miocene - Early Pliocene,,,Other Number : 9526; field number : AB95-56,2083565,,,,,,,,,8/27/2019 15:36,http://n2t.net/ark:/65665/3b20fa497-6a59-46b2-bb9c-48d951b82891
USNM 1583038,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-55,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.147,-68.9925,,,,,,,,,Late Miocene - Early Pliocene,,,Other Number : 8151; field number : AB95-55,2083565,,,,,,,,,8/27/2019 15:35,http://n2t.net/ark:/65665/3b924b88b-e289-49f0-b647-f35bafb39548
USNM 1583039,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-55,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.147,-68.9925,,,,,,,,,Late Miocene - Early Pliocene,,,Other Number : 8158; field number : AB95-55,2083565,,,,,,,,,8/27/2019 15:36,http://n2t.net/ark:/65665/326ac6340-35c8-4d34-acf1-5c499a92fb29
USNM 1583040,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-57,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-South, Seroe Domi Formation",12.1472,-68.9934,,,,,,,,,Late Miocene - Early Pliocene,,,Other Number : 8002; field number : AB95-57,2083565,,,,,,,,,8/27/2019 15:38,http://n2t.net/ark:/65665/37d5c99ae-ec19-458d-8780-5991397c07fe
USNM 1583042,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,AB95-57,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-South, Seroe Domi Formation",12.1472,-68.9934,,,,,,,,,Late Miocene - Early Pliocene,,,Other Number : 8035; field number : AB95-57,2083565,,,,,,,,,8/27/2019 15:38,http://n2t.net/ark:/65665/35ffbd3b4-0d67-43b9-9ffc-2f07a80ccd87
USNM 1583043,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-57,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-South, Seroe Domi Formation",12.1472,-68.9934,,,,,,,,,Late Miocene - Early Pliocene,,,Other Number : 8155; field number : AB95-57,2083565,,,,,,,,,8/27/2019 15:39,http://n2t.net/ark:/65665/3d5ff1682-c275-4845-92d2-edf35f7cec11
USNM 1583044,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3 Fragment(s),,,AB95-58,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-South, Seroe Domi Formation, 5.9-4.6 Ma",12.148,-68.9934,,,,,,,,,Late Miocene - Early Pliocene,,,Other Number : 8004; field number : AB95-58,2083565,,,,,,,,,8/27/2019 15:40,http://n2t.net/ark:/65665/3a9369719-28b3-4f0c-9ad8-efcba6375f25
USNM 1583045,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3 Fragment(s),,,AB95-58,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-South, Seroe Domi Formation, 5.9-4.6 Ma",12.148,-68.9934,,,,,,,,,Late Miocene - Early Pliocene,,,Other Number : 8180; field number : AB95-58,2083565,,,,,,,,,8/27/2019 15:41,http://n2t.net/ark:/65665/3b176abcf-4120-4565-89a4-65b78e1f6fd8
USNM 1583046,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-59,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1486,-68.9955,,,,,,,,,Early Pliocene,,,Other Number : 8177; field number : AB95-59,2083565,,,,,,,,,8/27/2019 15:42,http://n2t.net/ark:/65665/30582b349-bf5e-4bdf-bf7c-9406d7d66e0b
USNM 1583048,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,AB95-59,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1486,-68.9955,,,,,,,,,Early Pliocene,,,Other Number : 8003; field number : AB95-59,2083565,,,,,,,,,8/27/2019 15:43,http://n2t.net/ark:/65665/36dab81c7-0ceb-4487-ad10-9bcc5fd0bc00
USNM 1583049,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-59,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1486,-68.9955,,,,,,,,,Early Pliocene,,,Other Number : 8012; field number : AB95-59,2083565,,,,,,,,,8/27/2019 15:44,http://n2t.net/ark:/65665/36091ed0d-2258-4e84-b621-96ab930bc3e6
USNM 1583050,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-59,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1486,-68.9955,,,,,,,,,Early Pliocene,,,Other Number : 8016; field number : AB95-59,2083565,,,,,,,,,8/27/2019 15:44,http://n2t.net/ark:/65665/38707148b-461f-4bf6-9711-1a0cefdcf542
USNM 1583051,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-59,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1486,-68.9955,,,,,,,,,Early Pliocene,,,Other Number : 8150; field number : AB95-59,2083565,,,,,,,,,8/27/2019 15:45,http://n2t.net/ark:/65665/3e1adf8e6-4763-4770-b7a9-58dd75a9d359
USNM 1583052,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-60,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1488,-68.9959,,,,,,,,,Early Pliocene,,,Other Number : 8034; field number : AB95-60,2083565,,,,,,,,,8/27/2019 15:46,http://n2t.net/ark:/65665/35eb33f54-fcd1-475d-828a-be22dfbf1220
USNM 1583054,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-61,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1488,-68.9961,,,,,,,,,Early Pliocene,,,Other Number : 8179; field number : AB95-61,2083565,,,,,,,,,8/27/2019 15:47,http://n2t.net/ark:/65665/3796bcddd-87ee-41b2-8aa8-ba067949efb7
USNM 1583055,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-62,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1486,-68.9963,,,,,,,,,Early Pliocene,,,Other Number : 8190; field number : AB95-62,2083565,,,,,,,,,8/27/2019 15:48,http://n2t.net/ark:/65665/3b99c9bcd-7b0c-4467-bdaa-9ab75e1f0227
USNM 1583056,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-62,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1486,-68.9963,,,,,,,,,Early Pliocene,,,Other Number : 8005; field number : AB95-62,2083565,,,,,,,,,8/27/2019 15:48,http://n2t.net/ark:/65665/396526742-6fb0-448c-987a-9e23e7387a20
USNM 1583057,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-62,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1486,-68.9963,,,,,,,,,Early Pliocene,,,Other Number : 8027; field number : AB95-62,2083565,,,,,,,,,8/27/2019 15:49,http://n2t.net/ark:/65665/321555779-597a-4085-8f59-40fd8e6d1331
USNM 1583058,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3 Fragment(s),,,AB95-62,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1486,-68.9963,,,,,,,,,Early Pliocene,,,Other Number : 8146; field number : AB95-62,2083565,,,,,,,,,8/27/2019 15:50,http://n2t.net/ark:/65665/38dc30e8a-782d-4fac-901c-3250decef141
USNM 1583059,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,AB95-62,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1486,-68.9963,,,,,,,,,Early Pliocene,,,Other Number : 8042; field number : AB95-62,2083565,,,,,,,,,8/27/2019 15:50,http://n2t.net/ark:/65665/399507cb6-b8e5-4b1c-8d3d-c89ee30dfc4b
USNM 1583060,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-62,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1486,-68.9963,,,,,,,,,Early Pliocene,,,Other Number : 8147; field number : AB95-62,2083565,,,,,,,,,8/27/2019 15:51,http://n2t.net/ark:/65665/38bdc4f89-518b-4d7d-bd6e-a287c5229701
USNM 1583061,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,5 Fragment(s),,,AB95-62,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1486,-68.9963,,,,,,,,,Early Pliocene,,,Other Number : 8189; field number : AB95-62,2083565,,,,,,,,,8/27/2019 15:52,http://n2t.net/ark:/65665/351ef7648-9e04-40a6-9da7-d7f4ae1dd7fa
USNM 1583062,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3 Fragment(s),,,AB95-64,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Seroe Domi Formation, Ridges-South",12.1479,-68.9969,,,,,,,,,Early Pliocene,,,Other Number : 8172; field number : AB95-64,2083565,,,,,,,,,8/27/2019 15:53,http://n2t.net/ark:/65665/35840e227-af0e-40b6-8085-192469858e8c
USNM 1583063,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-66,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-North, Seroe Domi Formation, 16.2-14.9 Ma",12.1522,-68.992,,,,,,,,,Middle Miocene,,,Other Number : 8010; field number : AB95-66,2083565,,,,,,,,,8/27/2019 15:54,http://n2t.net/ark:/65665/392274620-a772-44e7-9264-38cc505f82b6
USNM 1583064,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-66,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-North, Seroe Domi Formation, 16.2-14.9 Ma",12.1522,-68.992,,,,,,,,,Middle Miocene,,,Other Number : 8171; field number : AB95-66,2083565,,,,,,,,,8/27/2019 15:55,http://n2t.net/ark:/65665/392034673-588a-4e5c-9e0b-fcfe773150c4
USNM 1583065,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3 Fragment(s),,,AB95-66,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-North, Seroe Domi Formation, 16.2-14.9 Ma",12.1522,-68.992,,,,,,,,,Middle Miocene,,,Other Number : 8182; field number : AB95-66,2083565,,,,,,,,,8/27/2019 15:55,http://n2t.net/ark:/65665/398855595-b7c0-4e22-90b9-443136fa9952
USNM 1583066,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Stylophora panamensis Vaughan, 1919",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3 Mixed Lot,,,AB95-66,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-North, Seroe Domi Formation, 16.2-14.9 Ma",12.1522,-68.992,,,,,,,,,Middle Miocene,,,"Other Number : 8185, 8186; field number : AB95-66",2083565,,,,,,,,,8/27/2019 15:57,http://n2t.net/ark:/65665/3e892669b-4552-4539-8b9c-af7d8af33653
USNM 1583067,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-66,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-North, Seroe Domi Formation, 16.2-14.9 Ma",12.1522,-68.992,,,,,,,,,Middle Miocene,,,Other Number : 8187; field number : AB95-66,2083565,,,,,,,,,8/27/2019 15:58,http://n2t.net/ark:/65665/3044913c3-9c31-4f5e-8c9f-667205481298
USNM 1583068,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-66,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Salina-North, Seroe Domi Formation, 16.2-14.9 Ma",12.1522,-68.992,,,,,,,,,Middle Miocene,,,Other Number : 8197; field number : AB95-66,2083565,,,,,,,,,8/27/2019 15:58,http://n2t.net/ark:/65665/36b045b69-2952-4143-8666-1d1f8a457bc4
