Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 63093,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3,,,GS 08780,,,,,,,Dominican Republic,,,,,,,,,,,,,,,Oligocene,,,,,,,,,,,,,3/29/2017 16:43,http://n2t.net/ark:/65665/3d419bd09-160d-4260-91a3-ee5afb0587e5
USNM 63104,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,20 ca.,,,GS 08735,,,,,,,Dominican Republic,,,,,,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:43,http://n2t.net/ark:/65665/3244adf3f-647e-49e8-a15a-6ded8021303b
USNM 63122,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,100 ca.,,,GS 08663,"Vaughan, T. W.",,,,,,Dominican Republic,,,,Arroyo Las Lavas,,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:43,http://n2t.net/ark:/65665/3538ad396-f883-4be1-bd97-5b8a8f6e8ace
USNM 63182,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,7,,,GS 08532,,,,,,,Dominican Republic,,,,,,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:43,http://n2t.net/ark:/65665/3d525f378-3cb5-46a1-a763-ae40e30511ea
USNM 63235,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 07775,,,,,,,Dominican Republic,,,,,,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:43,http://n2t.net/ark:/65665/39c71af3e-ab7d-4e21-b561-0832f15f9a98
USNM 64357,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 08568,,,,,,,Dominican Republic,,,,,,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:43,http://n2t.net/ark:/65665/39c7aff8f-2f57-4068-a806-e11b25425824
USNM 64358,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 08520,"Vaughan, T. W.; Cooke",,,,,,Dominican Republic,,,,Rio Mao,,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:43,http://n2t.net/ark:/65665/3ed160660-f1de-4166-9a1b-44d379ba98a8
USNM 64411,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,12,,,GS 08556,,,,,,,Dominican Republic,,,,,,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:43,http://n2t.net/ark:/65665/380946d31-37bf-4ebf-a760-e40458607d87
USNM 79803,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Meeder, J. F.",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,CF001,"Meeder, J. F.",,,,,,United States,Florida,,,"Tamiami Formation, SW Florida",,,,,,,,,,,Pliocene,,,,376268,,,,,,,,,3/29/2017 16:42,http://n2t.net/ark:/65665/350e9acf3-dc2d-43e0-8d93-6ef5fd499452
USNM 79806,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Vaughan,,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,GS 08663,"Vaughan, T. W.",,,,,,Dominican Republic,,,,Arroyo Las Lavas,,,,,,,,,,,Miocene,,,,376268,,,,,,,,,9/28/2017 19:27,http://n2t.net/ark:/65665/3ed9def98-c9a3-4c47-a791-2059ab045eb8
USNM 79807,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Meeder, J. F.",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 08556,Vaughan; Cook,,,,,,Dominican Republic,,,,Rio Gurabo,,,,,,,,,,,Miocene,,,,376286,,,,,,,,,3/29/2017 16:43,http://n2t.net/ark:/65665/3cb674ff4-58c7-4e57-9a5b-f883e39dceb1
USNM 79836,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Meeder, J. F.",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 25779,,,,,,,United States,Florida,Collier County,,Spoil From East-West Canal,,,,,,,,,,,Pliocene,,,,376268,,,,,,,,,3/29/2017 16:44,http://n2t.net/ark:/65665/307e122c0-436d-4b5b-9e46-8815e94c0a99
USNM 79837,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Meeder, J. F.",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 25779,,,,,,,United States,Florida,Collier County,,Spoil From East-West Canal,,,,,,,,,,,Pliocene,,,,376268,,,,,,,,,3/29/2017 16:44,http://n2t.net/ark:/65665/3668aafef-062c-47df-b944-89acc2c14839
USNM 79838,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Meeder, J. F.",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 25779,,,,,,,United States,Florida,Collier County,,Spoil From East-West Canal,,,,,,,,,,,Pliocene,,,,376268,,,,,,,,,3/29/2017 16:44,http://n2t.net/ark:/65665/3a6cedd9c-7adf-41e3-89e0-1d743b51a928
USNM 79839,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Meeder, J. F.",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 25779,,,,,,,United States,Florida,Collier County,,Spoil From East-West Canal,,,,,,,,,,,Pliocene,,,,376268,,,,,,,,,3/29/2017 16:44,http://n2t.net/ark:/65665/33cb7333a-03ec-4367-8b1d-d85db5d244a8
USNM 79840,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Meeder, J. F.",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 25779,,,,,,,United States,Florida,Collier County,,Spoil From East-West Canal,,,,,,,,,,,Pliocene,,,,376268,,,,,,,,,3/29/2017 16:44,http://n2t.net/ark:/65665/31740c9ef-7539-4889-999d-e3ba53000018
USNM M   325119,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,5,,,GS 03446,"Vaughan, T. W.",1901,,,,,Cuba,,,,"Near Santiago, first deep cutting on railroad East of La Cruz",,,,,,,,,,,Tertiary,,,,,,,,,,,,,3/29/2017 16:42,http://n2t.net/ark:/65665/3f9f63f6c-3e1f-42c2-b685-332c526cf95c
USNM M   325120,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 03441,"Vaughan, T. W.",1901,,,,,Cuba,,,,"East of La Cruz, near railroad crossing on road to Morro",,,,,,,,,,,Tertiary,,,,,,,,,,,,,3/29/2017 16:42,http://n2t.net/ark:/65665/395ca83f6-3bff-4c38-91d5-e11c12b9fe92
USNM M   325121,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 03440,"Vaughan, T. W.",1901,,,,,Cuba,,,,"Fossils in marl on hillside, NE portion of Santiago",,,,,,,,,,,Tertiary,,,,,,,,,,,,,3/29/2017 16:42,http://n2t.net/ark:/65665/30f0bbfc4-bf64-4ab1-833e-0ad3c36b6507
USNM 1144254,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Meeder, J. F.",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,6,,,GS 26543,,,,,,,United States,Florida,,,"Naples, Mule Pen Quarry",,,,,,,,,,,Pliocene,,,,,,,,,,,,,3/29/2017 16:44,http://n2t.net/ark:/65665/37e82bb1d-af92-4aa3-ad36-3089648dfea0
USNM 1578983,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3 Fragment(s),,,AB94-81,"Budd, A. F.",1994,,,,,Jamaica,,,Port Morant,"Lieth Hall, Bowden Formation",17.8667,-76.3333,,,,,,,,,,"location uncertain. several specimens were mixed in box with labels showing locations AB94-81 and AB94-67; CCD #s 4702, 4378, 4388 and 7101; and IDs Scolymia Cubensis, Stylophora affinis and Trachyphyllia bilobata. 2 catalogued as NMNH 1578982 (Scolymia cubensis), 3 catalogued as NMNH 1578983 (Stylophora affinis). Balnce unidentified and removed from collection.",,"Other Number : 4378, 4388; field number : AB94-81",2083565,,,,,,,,,9/10/2019 18:12,http://n2t.net/ark:/65665/322cd15f4-d4c8-431a-9fd7-ff89a7eef8bd
USNM 1582970,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,60 ca.,,,NMB 16855/AB87-GG,"Budd, A. F.",1987,,,,,Dominican Republic,,,,"Rio Cana, Cibao Valley, Cercado formation, 6.4-6.25 Ma",19.4863,-71.2716,172,,,,,,,,Late Miocene,,,"Other Number : 44987; collection number : 105073; Field Number : AB87-66, Quad 18",2083565,,,,,,,,,8/27/2019 13:41,http://n2t.net/ark:/65665/3510f636f-da1d-4638-afcd-780daac196fd
USNM 1582971,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,10 Fragment(s),,,AB93-68,"Budd, A. F.",1993,,,,,Costa Rica,,,Limón,"Quebrada Cholocate Fm, 3.5-3.2 Ma - Road",9.97648,-83.0863,,,,,,,,,Late Pliocene,,,Other Number : 2682; collection number : 116683; Field Number : AB93-68-F; Other Number : CJ93-00-113; Alternate Station Number : PPP1384,2083565,,,,,,,,,8/27/2019 13:44,http://n2t.net/ark:/65665/310434373-aa8d-4338-892e-a443d2524ee6
USNM 1582972,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,AB94-07,"Budd, A. F.",1994,,,,,Jamaica,,,Port Morant,"Old Pera(F)-Stylo Beach, 3.0-2.0 Ma, Old Pera Beds",17.8766,-76.3195,,,,,,,,,Late Pliocene,,,Other Number : 4704; field number : AB94-7,2083565,,,,,,,,,8/27/2019 13:47,http://n2t.net/ark:/65665/3d6b1d6c2-4880-4ddb-bca0-21b85bcf56c1
USNM 1582973,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Stylophora granulata Duncan & Wall, 1865",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Mixed Lot,,,AB93-79,"Budd, A. F.",1993,,,,,Panama,,,,"Colon, Hill Point-S",9.42717,-83.3244,,,,,,,,,Late Pliocene - Early Pleistocene,,,"Other Number : 2673; collection number : 116690; Field Number : AB93-06, AB93-79; Other Number : CJ93-00-01; Alternate Station Number : PPP1260",2083565,,,,,,,,,8/27/2019 13:52,http://n2t.net/ark:/65665/390603538-68d7-490a-bbbd-a5cb8d2d5c2b
USNM 1582974,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,AB95-09,"Budd, A. F.",1995,,,,,Costa Rica,,,,"Limon, Route 32, Q. Chocolate Fm, 3.5-3.2 Ma",9.9845,-83.0874,,,,,,,,,Late Pliocene,,,Other Number : 6133; collection number : 118783; Field Number : AB95-09; Alternate Station Number : PPP2047,2083565,,,,,,,,,8/27/2019 13:54,http://n2t.net/ark:/65665/352d37989-7c45-4b24-9db9-6a86738941d9
USNM 1582976,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-09,"Budd, A. F.",1995,,,,,Costa Rica,,,,"Limon, Route 32, Q. Chocolate Fm, 3.5-3.2 Ma",9.9845,-83.0874,,,,,,,,,Late Pliocene,,,Other Number : 6131; collection number : 118775; Field Number : AB95-09; Alternate Station Number : PPP2047,2083565,,,,,,,,,8/27/2019 13:55,http://n2t.net/ark:/65665/3851dbbf8-323c-4a50-a8bc-90ef855fb4f2
USNM 1582977,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB93-68,"Budd, A. F.",1993,,,,,Costa Rica,,,Limón,"Quebrada Cholocate Fm, 3.5-3.2 Ma - Road",9.97648,-83.0863,,,,,,,,,Late Pliocene,,,Other Number : 2683; collection number : 116682; Field Number : AB93-13; Other Number : CJ92-00-24; Alternate Station Number : PPP1384,2083565,,,,,,,,,8/27/2019 13:58,http://n2t.net/ark:/65665/3386a93aa-5a79-4a1e-b68b-95947ab8b50d
USNM 1582978,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3 Fragment(s),,,AB95-09,"Budd, A. F.",1995,,,,,Costa Rica,,,,"Limon, Route 32, Q. Chocolate Fm, 3.5-3.2 Ma",9.9845,-83.0874,,,,,,,,,Late Pliocene,,,Other Number : 6129; collection number : 116700; Field Number : AB95-09; Alternate Station Number : PPP2047,2083565,,,,,,,,,8/27/2019 13:59,http://n2t.net/ark:/65665/3e3e9b89d-91e2-42cf-b20b-510533e6a281
USNM 1582979,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,6 Fragment(s),,,AB95-09,"Budd, A. F.",1995,,,,,Costa Rica,,,,"Limon, Route 32, Q. Chocolate Fm, 3.5-3.2 Ma",9.9845,-83.0874,,,,,,,,,Late Pliocene,,,Other Number : 6130; collection number : 116702; Field Number : AB95-09; Alternate Station Number : PPP2047,2083565,,,,,,,,,8/27/2019 14:00,http://n2t.net/ark:/65665/3195817f4-f7b0-4be8-a811-6f02ded9340f
USNM 1582980,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,19 Fragment(s),,,AB95-09,"Budd, A. F.",1995,,,,,Costa Rica,,,,"Limon, Route 32, Q. Chocolate Fm, 3.5-3.2 Ma",9.9845,-83.0874,,,,,,,,,Late Pliocene,,,Other Number : 6132; collection number : 116701; Field Number : AB95-09; Alternate Station Number : PPP2047,2083565,,,,,,,,,8/27/2019 14:02,http://n2t.net/ark:/65665/37c2f6399-2ab6-42a2-a41f-4b6f497d4202
USNM 1582981,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-09,"Budd, A. F.",1995,,,,,Costa Rica,,,,"Limon, Route 32, Q. Chocolate Fm, 3.5-3.2 Ma",9.9845,-83.0874,,,,,,,,,Late Pliocene,,,Other Number : 6134; collection number : 118780; Field Number : AB95-09; Alternate Station Number : PPP2047,2083565,,,,,,,,,8/27/2019 14:03,http://n2t.net/ark:/65665/38dc8baa7-d2fe-4110-b20f-12f52debd970
USNM 1582982,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-13,"Budd, A. F.",1995,,,,,Costa Rica,,,Buenos Aires,"Quebrada Chocolate Fm, 3.5-3.2 Ma, efork-Q Chocolate Rd",9.97468,-83.0844,,,,,,,,,Late Pliocene,,,Other Number : 6135; collection number : 118761; Field Number : AB95-13; Alternate Station Number : PPP2055,2083565,,,,,,,,,8/27/2019 14:05,http://n2t.net/ark:/65665/3fade4aea-a0e4-401a-82a2-88437fdcbebe
USNM 1582983,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,AB95-14,"Budd, A. F.",1995,,,,,Costa Rica,,,Buenos Aires,"Q.Chocolate Fm, 3.5-3.2 Ma, E fork - Q Chocolate Rd.",9.9778,-83.0869,,,,,,,,,Late Pliocene,,,Other Number : 6137; collection number : 118750; Field Number : AB95-14; Alternate Station Number : PPP2056,2083565,,,,,,,,,8/27/2019 14:06,http://n2t.net/ark:/65665/31e66e640-cc61-415c-b1e3-c7b5c13a5ba4
USNM 1582984,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-14,"Budd, A. F.",1995,,,,,Costa Rica,,,Buenos Aires,"Q.Chocolate Fm, 3.5-3.2 Ma, E fork - Q Chocolate Rd.",9.9778,-83.0869,,,,,,,,,Late Pliocene,,,Other Number : 6136; collection number : 118782; Field Number : AB95-14; Alternate Station Number : PPP2056,2083565,,,,,,,,,8/27/2019 14:07,http://n2t.net/ark:/65665/359472196-b674-44dd-8ed5-c915cc955e51
USNM 1582975,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3 Fragment(s),,,AB95-17,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Sea Cliff, Seroe Domi Formation, 2.6-2.0 Ma",12.1485,-68.9993,,,,,,,,,Late Pliocene,,,Other Number : 8029; field number : AB95-17,2083565,,,,,,,,,8/27/2019 14:09,http://n2t.net/ark:/65665/359a9b929-6d99-4cd3-b7a6-13704e62e065
USNM 1582985,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,AB95-20,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,,"Curacao Island, Sea Cliff, Seroe Domi Formation, 2.6-2.0 Ma",12.1486,-68.9993,,,,,,,,,Late Pliocene,,,Other Number : 8175; field number : AB95-20,2083565,,,,,,,,,8/27/2019 14:10,http://n2t.net/ark:/65665/337b2261d-51ad-41b0-9650-be412c79eb06
USNM 1582986,Specimen/Lot,"Stylophora affinis Duncan, 1863",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, Ann F., University of Iowa (UNITED STATES)",,"Stylophora affinis Duncan, 1863 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,AB95-21,"Budd, A. F.",1995,,,,,Netherlands Antilles,,,Sea Cliff,"Curacao Island, Seroe Domi Formation",12.1486,-68.9994,,,,,,,,,Late Pliocene,,,"Other Number : 8039; field number : AB95-21 ""Block""",2083565,,,,,,,,,8/27/2019 14:12,http://n2t.net/ark:/65665/3166ae501-5167-4ab7-9c0e-45e301ee5da0
